HIP,RA_J2000,DE_J2000,Plx,pmRA,pmDE,Vmag,B-V
20480,4.3895362,21.379095,20.63,99.77,-39.07,8.84,0.758
20481,4.389621133,10.820164,7.94,9.93,-4.23,10.88,0.444
20482,4.389680533,19.658676,15.82,98.53,-32.57,9.39,0.908
20484,4.390295133,16.77726,21.17,105.09,-27.62,5.64,0.31
20485,4.390355933,15.763113,21.08,126.22,-30.5,10.47,1.231
20491,4.391777933,24.405402,20.04,93.11,-45.08,7.18,0.462
20492,4.392314467,14.670478,21.23,107.57,-18.24,9.11,0.855
20493,4.392324133,20.982045,6.77,15.93,-35.07,6,0.029
20502,4.393661467,8.058209,4.45,0.79,-9.99,8.52,0.938
20508,4.394865333,13.828679,5.47,-4.93,-22.14,7.55,1.09
20511,4.395340667,11.516928,4.91,-3.54,-8.64,8.67,0.375
20513,4.395604867,22.964799,1.02,1.82,-13.64,7.03,1.826
20515,4.396053467,6.378961,7.21,-10.17,3.77,8.69,0.316
20522,4.3977292,9.460968,8.23,-21.02,-6.65,5.1,0.074
20526,4.398412867,21.719386,2.08,9.42,-5.86,10.42,0.495
20527,4.398447933,14.052113,22.57,115.9,-15.21,10.89,1.288
20530,4.3990314,14.412888,4.25,26.47,-24.55,8.75,1.37
20531,4.399380933,24.303844,3.78,5.76,-7.04,8.18,0.353
20533,4.399933867,24.300992,4.49,4.54,-12.94,6.34,0.173
20540,4.401254933,12.972411,6.58,69.19,-36.4,7.7,1
20542,4.401600267,17.44413,22.36,109.99,-33.47,4.8,0.154
20546,4.402602067,7.44621,5.26,6.05,-31.34,10.59,0.594
20547,4.402692667,8.55479,3.88,29.65,-6.87,12.62,-0.03
20553,4.4034602,14.758207,22.25,97.38,-33.51,7.58,0.604
20557,4.4040486,21.736244,24.47,119.1,-46.63,7.13,0.518
20558,4.404022933,12.157987,4.57,15.83,-22.23,6.42,1.408
20562,4.404566467,7.320132,3.37,3.48,-25.09,7.71,1.143
20563,4.4047058,18.002914,19.35,112.72,-33.2,9.99,1.05
20567,4.406186867,17.078951,18.74,99.08,-27.93,6.96,0.45
20577,4.407868,16.886166,20.73,110.89,-24.72,7.79,0.599
20580,4.408192533,22.741511,6.8,31.05,-36.92,7.95,0.406
20587,4.409159133,4.123351,3.04,3.98,-10.39,9.73,0.543
20595,4.411230267,12.904039,6,-8.64,1.06,7.87,0.411
20597,4.4116706,10.046659,9.31,23.43,-51.52,7.22,0.21
20600,4.411933867,18.913073,2.49,13.28,-16.84,7.35,0.364
20601,4.412007133,4.699946,14.97,99.52,-1.15,8.93,0.758
20605,4.413348533,15.874718,24.41,102.58,-26.06,11.66,1.408
20614,4.415868867,19.042013,20.4,110.73,-32.5,5.97,0.378
20616,4.4167568,11.977924,21,43.19,-16.32,8.41,0.639
20631,4.421990733,23.78802,5.15,5.89,-11.52,8.12,0.184
20635,4.422823667,22.293874,21.27,105.49,-44.14,4.21,0.136
20641,4.4236154,22.199998,22.65,112.45,-47.06,5.27,0.25
20644,4.424175933,23.738338,5.37,29.93,14.8,10.76,0.774
20646,4.4244066,18.884294,4.53,-8.15,-7.83,8.73,1.27
20648,4.4248288,17.92791,22.05,108.26,-32.47,4.3,0.049
20660,4.426895067,5.645343,2.61,-1.41,3.3,7.03,1.252
20661,4.427032533,15.94101,21.47,104.62,-28.83,6.44,0.509
20672,4.428255733,9.72504,1.77,14.17,-12.68,8.6,0.625
20679,4.429877667,18.017272,20.79,112.62,-35.79,8.99,0.935
20680,4.4298688,21.138171,4.44,-12.14,25.96,8.48,1.251
20686,4.431035467,18.864063,23.08,110.87,-33.75,8.07,0.68
20693,4.432594133,5.150145,22.03,96.32,4.55,7.36,0.509
20698,4.433707933,4.373451,5.17,22.87,-16.01,6.37,1.078
20705,4.435784267,6.054536,11.01,30.71,-7.9,9.53,0.642
20711,4.438462067,22.813583,21.07,108.66,-45.83,4.28,0.263
20712,4.438472133,21.470434,21.54,105.82,-36.48,7.36,0.557
20713,4.4390948,15.618265,20.86,114.66,-33.3,4.48,0.262
20715,4.439195267,8.590269,5.46,3.43,-5.46,6.06,-0.01
20718,4.439935867,8.287411,5.3,11.28,-3.01,10.69,0.432
20719,4.440168867,16.853322,21.76,103.64,-17.58,8.04,0.651
20731,4.443363667,7.085802,7.45,-0.38,-7.88,10.15,0.364
20732,4.443436733,14.713782,7.17,-7.57,-31.15,4.69,0.979
20734,4.4437526,9.394247,3.42,9.28,-0.94,8.1,0.088
20740,4.444154,14.220608,7.92,-39.05,54.76,9.23,0.527
20741,4.444478067,16.746899,21.42,110.29,-27.82,8.1,0.664
20745,4.4452286,12.686578,28.27,123.44,-16.78,10.5,1.358
20751,4.446738333,10.87107,23.03,111.07,-16.26,9.45,1.033
20756,4.447536933,17.028632,5.77,27.27,-52.56,6.86,1.494
20762,4.4484284,13.138172,21.83,104.54,-18.1,10.48,1.146
20769,4.4501726,19.117651,15.26,95.44,-130.1,7.69,0.586
20774,4.450436933,19.843306,2.31,6.45,-10.97,7.46,0.317
20778,4.450974733,4.280958,5.92,-4.96,-10.97,9.02,0.121
20780,4.45135,18.207537,8.04,2.83,-17.77,6.94,0.021
20782,4.451658867,18.210267,7.69,-5.93,-33.28,9.57,0.609
20785,4.452052733,20.990885,11.09,10.22,-51.36,8.57,0.797
20789,4.454846533,22.996337,7.86,-0.35,-13.25,5.53,-0.098
20794,4.456168733,7.062489,15.28,33.45,-3.6,7.58,0.408
20804,4.457991267,11.2123,6.7,-2.51,-13.2,5.87,0.049
20808,4.458798933,7.369553,6,14.38,-15.63,9.83,0.566
20810,4.458985867,15.365354,8.66,86.29,-25.06,11.05,0.808
20815,4.459969467,15.589188,21.83,103.54,-25.16,7.41,0.537
20816,4.459988067,6.611989,3.87,-11.33,-8.44,9.12,0.24
20822,4.461812267,5.615218,8.72,36.53,-4.35,9.94,0.715
20826,4.462798533,11.73642,21.18,110.28,-12.11,7.49,0.56
20827,4.463065533,14.417748,17.29,101.43,-20,9.48,0.929
20830,4.464136933,10.020904,7.67,3.72,-8.31,8.26,0.442
20831,4.464315267,10.014326,4.76,-32,-22.12,10.28,0.511
20832,4.4643406,10.291498,3.26,3.69,-6.01,10.5,0.609
20834,4.4647036,24.444788,24.05,375.08,114.38,9.4,0.894
20841,4.466410667,12.067762,4.35,-9.82,-16.17,9.61,0.677
20842,4.466884333,21.619907,20.85,98.82,-40.59,5.72,0.27
20845,4.467488267,10.072161,9.35,-19.6,-19.27,7.46,0.22
20850,4.4678988,13.867942,21.29,106.16,-17.59,9.02,0.839
20852,4.468148533,8.154802,6.6,-1.31,-7.57,7,0.038
20859,4.4700432,22.332771,6.92,1.49,-11.03,8.66,0.452
20866,4.472274133,24.11782,2.05,12.22,-16.62,8.48,1.93
20873,4.473167467,14.740974,18.42,109.72,-21.27,5.9,0.325
20876,4.473237067,11.665909,5.11,-12.42,-16.39,7.39,1.38
20877,4.473991667,16.359672,16.78,8.12,17.79,4.96,1.137
20885,4.476248867,15.962181,20.66,104.76,-15.01,3.84,0.952
20889,4.476944333,19.180432,21.04,107.23,-36.77,3.53,1.014
20890,4.477004,19.740685,20.09,99.83,-39.82,8.62,0.741
20894,4.4777058,15.870883,21.89,108.66,-26.39,3.4,0.179
20897,4.4783814,20.677436,3.81,4.69,-6.99,7.74,0.12
20898,4.479738267,14.819518,4.67,-6.54,-0.39,7.98,0.295
20899,4.480082333,17.285464,21.09,105.58,-30.05,7.83,0.609
20901,4.480601133,13.047602,20.33,105.17,-15.08,5.02,0.215
20916,4.483270067,16.159092,20.58,90.28,-25.47,6.59,0.536
20917,4.483368067,21.922702,87.17,-65.14,175.55,8.3,1.363
20935,4.489042533,17.544935,23.25,104.88,-31.65,7.02,0.526
20936,4.489075933,5.794604,7.55,-20.24,-18.23,10.28,0.441
20941,4.489902867,9.535876,6.32,7.73,-22.33,10.56,0.912
20948,4.491764067,17.863163,21.59,105.72,-32.56,6.9,0.451
20951,4.492112733,17.893182,24.19,107,-33.31,8.95,0.831
20952,4.492412933,13.894709,7.68,176.16,-15.25,7.72,1.216
20956,4.493225933,3.83855,2.45,47.66,-40.57,10.2,0.758
20958,4.494150133,5.164268,4.27,17.36,-16.62,6.93,1.74
20960,4.4946394,12.175768,7.07,5.81,-36.56,8.33,0.576
20963,4.495237733,10.52186,4.71,0.04,2.06,6.77,0.086
20971,4.496700933,17.677596,4.85,4.02,-8.74,7.73,0.24
20978,4.4993686,16.67284,24.71,105.04,-28.33,9.08,0.865
20985,4.500636067,10.262214,8.92,-25.03,-78.44,6.47,1.038
20986,4.500840667,8.192268,4.12,-2.99,-1.05,9.72,0.725
20994,4.502223267,20.876599,9.16,23.79,14.4,9.73,0.512
20995,4.502388333,15.637841,22.93,107.59,-23.92,5.58,0.324
21000,4.503495133,5.298818,84.76,106.9,119.86,9.83,0.6
21008,4.504992133,19.840576,19.94,94.9,-28.3,7.09,0.47
21013,4.5062342,23.588858,3.32,19.05,0.71,7.18,0.39
21015,4.506361467,8.931843,2.31,6.3,7.94,9.11,1.641
21019,4.507393067,20.54782,3.52,31.78,-18.6,9.74,0.67
21027,4.508687933,8.321781,5.31,-12.94,-21.7,9.09,0.403
21029,4.509342467,16.194014,22.54,104.98,-25.14,4.78,0.17
21036,4.510378733,13.724402,21.84,108.06,-19.71,5.4,0.263
21039,4.510802733,15.691879,22.55,104.17,-24.29,5.47,0.258
21053,4.512998933,16.148696,24.28,98.2,-22.75,6.5,0.428
21066,4.5158812,10.751768,22.96,104.19,-10.52,7.03,0.472
21078,4.517799667,6.791328,12.13,-67.19,-90.66,6.78,NA
21082,4.518664067,15.105037,7.16,42.72,-52.75,6.28,1.725
21084,4.518898667,7.332213,4.62,11.66,-2.65,7.86,0.355
21089,4.519594467,18.819889,4.96,171.38,-155.99,10.6,1.1
21090,4.519703133,14.689795,10.58,38.9,-0.49,8.17,0.502
21091,4.5197426,11.244391,14.85,42.91,2.65,8.7,0.665
21094,4.520326467,23.346064,3.72,21.61,-35.65,7.07,1.703
21099,4.521025533,20.133164,21.81,102.78,-41.08,8.59,0.734
21102,4.521179267,7.452627,5.76,2.41,-10.34,7.82,1.021
21107,4.523347933,7.81491,7.95,3.68,-9.27,9.24,0.703
21109,4.523737,4.575287,5.92,0.22,-12.85,8.38,1.008
21112,4.5248188,13.903469,19.46,92.6,-19.96,7.78,0.54
21115,4.5252914,22.220857,2.82,6.97,-1.07,11.47,0.655
21120,4.526607867,22.845044,4.72,26.82,-30.47,7.51,0.2
21123,4.526973,17.709777,23.41,105.81,-30.97,9.53,0.987
21132,4.529901067,14.154105,28.36,-330.66,-352,10.33,0.432
21135,4.530680333,5.764446,5.1,16.54,-20.4,6.68,0.006
21137,4.531043933,15.85156,22.25,107.59,-32.38,6.01,0.338
21138,4.531241533,15.499484,15.11,100.76,-23.42,11.02,1.28
21152,4.5346692,5.410035,23.13,114.15,6.17,6.37,0.42
21155,4.535305267,5.625655,9.2,34.82,-31.74,8.76,0.455
21158,4.535529867,21.632358,25.55,-0.39,-2.75,7.08,0.641
21173,4.539325467,18.216221,6.48,-19.44,8.03,10.58,0.521
21176,4.5399912,10.639924,2.94,-4.44,-5.37,8.87,1.251
21179,4.540459067,13.113232,17.55,102.37,-18.77,11,1.194
21186,4.541790133,4.139537,24.04,51.61,-162.12,11.03,1.51
21194,4.5442898,12.216408,9.42,-67.09,-150.2,10.93,0.759
21205,4.548882,12.584591,8.96,2.36,8.63,8.72,0.855
21226,4.552742867,4.970118,11.35,55.34,-73.65,8.74,0.512
21240,4.556426533,19.813708,5.16,-17.58,-16.4,8.95,1
21246,4.558023333,24.279311,9.9,24.57,-18.36,7.79,0.32
21251,4.559180333,18.016722,7.71,12.44,-16.74,6.24,0.077
21256,4.560328067,21.150854,24.98,109.3,-45.31,10.69,1.237
21257,4.5605798,16.323339,13.36,14.41,-16.56,6.58,0.188
21261,4.561646867,19.014032,21.06,102.3,-34.96,10.74,1.197
21266,4.5629036,10.5177,6.39,1.79,-9.11,7.88,0.17
21267,4.562955933,13.251883,22.8,101.77,-17.93,6.62,0.429
21269,4.563382,9.413567,6.93,-6.14,-22.96,6.01,1.061
21272,4.563999267,5.385019,37.33,-90.05,-279.27,7.92,0.779
21273,4.5641438,14.844424,21.39,103.69,-25.94,4.65,0.255
21280,4.5662606,15.163621,24.02,101.93,-33.75,8.48,0.847
21282,4.5667782,7.272302,5.65,-17.77,-12.87,8.79,0.37
21295,4.568963,5.568616,7.99,-15.58,-7.77,5.67,0.055
21299,4.5708296,3.74967,2.87,8.14,-5,7.83,1.404
21304,4.5728862,8.187201,3.2,28.59,3.89,8.32,0.233
21306,4.5738792,12.73421,12.62,22.2,-331.97,9.68,0.6
21308,4.575054933,10.01642,21.36,118.55,-68.94,7.72,0.615
21314,4.576201133,20.324668,7.21,61.57,-103.21,9.93,0.573
21317,4.576474933,15.50462,23.19,100.66,-28.04,7.9,0.631
21318,4.576494133,21.105712,4.25,-22.47,-44.83,8.42,1.08
21321,4.5768914,6.523676,11.11,112.23,-117.5,9.41,0.548
21332,4.578391,17.748186,9.87,67.96,-33.24,7.91,0.411
21334,4.5787004,15.26511,6.01,17.46,1.7,12.09,NA
21335,4.5787866,11.499368,7.55,30.49,0.87,8.55,0.439
21340,4.579250733,8.487567,8.12,0.03,-13.21,11.04,0.591
21341,4.579289133,22.692312,6.42,40.31,-28.79,6.78,0.482
21346,4.5804702,7.439257,4.09,0.4,-7.21,8.59,0.291
21347,4.580603333,24.244523,2.9,24.55,-19.42,9.03,0.7
21348,4.580603,22.890445,8.69,-13.07,27.7,9.71,0.546
21350,4.581311267,18.413403,3.54,2.03,-4.43,8.06,0.21
21359,4.582948467,16.994686,8.06,-0.08,-80.46,7.19,1.18
21365,4.5839914,17.201232,3.33,-5.66,-1.29,6.73,1.833
21371,4.5857848,7.773687,1.33,4.37,-11.98,10.68,0.417
21380,4.588119467,23.045169,23.09,-13.35,-67.89,8.91,0.77
21395,4.5927562,12.100483,13.51,40.14,-16.95,8.91,0.59
21399,4.5935392,22.020677,3.77,16.43,-24.35,8.18,1.036
21401,4.594192133,6.178414,6.54,-25.36,-8.06,10.8,0.598
21402,4.594238933,10.16079,21.68,44.89,-52.42,4.25,0.184
21403,4.5944464,19.968821,15.41,-9.3,-50.56,7.24,0.575
21408,4.5951556,19.881791,7.03,-21.88,-16.5,6.33,0.754
21421,4.5986774,16.509301,50.09,62.78,-189.36,0.87,1.538
21424,4.599849467,4.070826,1.19,18.53,25.08,8.64,1.047
21432,4.601283067,9.204821,7.41,12.77,0.14,9.66,0.538
21434,4.602593867,8.225751,6.38,-2.55,-13.07,7.7,0.112
21436,4.603876733,21.536545,29.69,19.29,-41.36,7.58,0.685
21442,4.604888867,21.689208,11.19,61.76,-71.31,8.18,0.456
21446,4.605448533,11.4125,3.65,2.95,-7.52,6.74,0.263
21453,4.60688,13.122642,9.87,-8.18,-11.75,10.7,0.448
21459,4.608093733,23.340855,22.6,109.97,-53.86,6.01,0.38
21462,4.609250533,6.158127,5.28,-2.38,3.8,10.54,0.463
21465,4.609641533,19.760034,4.23,-10.35,-1.53,7.32,0.357
21467,4.6104614,18.754944,5.74,-26.31,-6.42,10.31,0.585
21474,4.6113116,15.869329,22.99,93.78,-23.02,6.64,0.442
21475,4.6114702,11.912362,18.93,165.74,-29.14,9.94,0.852
21477,4.611934867,3.514205,11,73.23,-227.57,8.56,0.831
21501,4.617786733,4.629132,4.6,18.15,3.62,8.09,0.697
21503,4.618570133,22.284253,14.29,201.54,-5.46,9.47,0.75
21504,4.618663933,9.397968,3.38,-10.34,-17.67,8.31,1.057
21506,4.618949,10.841841,5.5,-0.34,-11.41,7.53,0.208
21517,4.620771667,18.543032,3.12,-3.76,-6.77,6.49,0.81
21526,4.622109467,6.493784,6.78,14.34,-12.92,9.48,0.509
21529,4.622828467,5.47229,3.34,-5.38,-5.01,10.03,0.4
21533,4.6235596,13.920975,0.35,-4.17,-17.19,8.59,1.788
21542,4.625481733,14.302022,7.59,-8.95,-16.3,9.03,0.642
21543,4.625550467,15.146454,23.54,86.8,-17.98,7.53,0.597
21549,4.6270332,4.98279,9.17,-39.84,-8.32,7.62,0.344
21551,4.627470067,23.782363,4.24,28.97,-16.63,9.99,0.871
21554,4.628282667,15.346094,3.75,11.88,-31.18,8.91,1.332
21572,4.6316388,5.770318,4.13,1.95,-10.69,8.84,0.624
21575,4.631760133,7.317625,1.48,2.83,-3.05,7,-0.057
21588,4.635956933,16.033291,21.96,113.05,-40.4,5.78,0.312
21589,4.6359618,12.510838,21.79,101.73,-14.9,4.27,0.122
21604,4.637730533,20.684722,9.03,-13.89,-8.23,5.85,-0.019
21621,4.641960067,18.733739,1.98,-1.46,-2.73,8.45,0.223
21626,4.6434,8.175172,1.66,-0.7,-8.38,7.64,-0.01
21629,4.644141733,6.874783,6.66,19.16,-25.2,8.32,0.271
21630,4.644248333,17.408091,7.38,12.65,-11.64,7.89,0.403
21633,4.646171333,6.820353,2.34,8.36,8.41,7.95,1.758
21637,4.647580933,23.149971,22.6,104.3,-55.25,7.51,0.576
21639,4.647817667,20.780734,6.63,5.61,-15.99,9.89,0.48
21650,4.6489088,11.997309,5.16,-0.63,-6.15,9.05,-0.02
21654,4.649254,14.105579,20.81,103.31,-21.62,7.96,0.655
21656,4.649697733,22.325149,5.35,-6.01,-7.09,9.86,0.514
21663,4.651106267,10.398931,5.02,1.34,-5.71,9.44,0.5
21670,4.651710267,7.870976,19.44,91.87,-4.56,5.38,0.257
21672,4.6524004,13.002983,16.77,-43.12,-64.17,7.2,0.429
21673,4.652560267,15.799846,21.49,32.4,-77.67,5.08,0.141
21676,4.653432467,10.924297,7.29,-4.26,3.9,10.21,0.658
21677,4.653762467,22.652255,2.33,0.47,-1.83,8.54,0.306
21682,4.654298867,7.02899,8.32,22.42,-29.45,9.43,0.62
21683,4.654583867,15.917977,20.51,82.4,-19.53,4.67,0.147
21684,4.654872,11.26507,9.56,84.37,-58.8,9.68,0.72
21687,4.656307133,19.118538,6.74,19.41,-35.07,9.53,0.536
21703,4.6601402,13.123099,17.64,236.38,-141.18,8.93,0.83
21706,4.660736933,21.517484,7.28,-8.17,-33.08,8.09,0.529
21710,4.661836133,9.872073,35.21,-11.41,-373.65,9.19,1.018
21723,4.664158933,12.728474,23.95,102,-17.7,10.04,1.073
21725,4.6644952,17.489265,3.17,-6.78,-8.85,7.91,1.32
21732,4.666643333,7.271251,2.14,17.23,2.27,8.26,0.961
21735,4.667616,12.197609,9.46,-1.29,-12.98,5.45,-0.121
21741,4.668289667,23.304547,15.96,74.68,-38.05,9.4,0.811
21748,4.669337933,20.548254,3.45,-0.45,-10.33,9.14,0.372
21751,4.6701968,16.39865,9.39,-9.63,-3.8,9.7,0.491
21761,4.673579333,9.504038,5.98,8.3,0.54,10.11,0.56
21762,4.6737416,16.51366,23.65,91.94,-30.69,9.47,1.096
21768,4.6757328,24.442034,2.53,0.3,-14.3,10.42,0.724
21776,4.6775906,8.679265,6,-9.66,-8.52,12.6,-0.02
21782,4.679484533,5.339913,3.48,-6.29,-9.39,8.76,0.212
21788,4.6802968,23.809625,19.48,63.12,-48.26,8.84,0.688
21792,4.681141933,7.942254,3.87,37.01,-8.84,9.92,0.585
21809,4.6849442,3.513909,3.51,37.51,-28.47,8.44,1.175
21810,4.6850262,6.631325,1.14,-1.09,-2.5,8.88,1.789
21818,4.688571,20.901512,74.13,-233.61,-254.55,8.09,1.092
21820,4.688821067,15.51194,3.62,-1.5,0.91,9.96,0.494
21840,4.695377267,22.731578,3.24,4.77,-8.87,8.73,1.655
21856,4.699902333,21.508951,6.68,14.05,-0.53,8.96,1.353
21863,4.701139133,24.010764,11.26,-14.25,-7.15,7.19,0.484
21864,4.701297067,14.326522,6.31,23.56,-10.65,8.77,0.42
21866,4.701491067,11.856022,0.79,8.01,-3.14,10.39,0.432
21868,4.701625467,23.06017,9.99,-0.43,-15.44,8.94,0.505
21871,4.702473467,8.852953,2.6,-3.05,1.08,8.44,0.028
21873,4.702707133,15.969878,9.15,-23.66,-27.58,8.09,0.388
21875,4.702916333,19.805196,2.6,-3.94,-2.42,10.77,0.584
21881,4.7040838,22.956926,8.14,-2.84,-20.33,4.27,-0.112
21882,4.7041704,9.63382,12.76,36.17,-65.16,6.76,0.354
21890,4.705642133,10.451033,5.18,2.03,-2.07,9.88,0.529
21899,4.708551467,17.877842,6.35,21.33,-55.5,10.54,0.577
21904,4.7103996,12.311126,1.69,1.24,0.89,8.16,0.755
21910,4.7113024,8.643427,5.63,5.23,-12.59,9.53,0.488
21912,4.7121836,16.513685,17.92,-177.92,-196.32,11.3,1.27
21918,4.7135648,12.209765,18.42,80.19,-227.59,7.4,0.76
21920,4.713689933,6.509785,3.08,-2.06,-8.52,10.49,0.648
21923,4.714362933,18.720433,23.23,103.46,-92.15,7.12,0.677
21926,4.7145186,18.144884,19.22,61.63,-121.96,10.27,0.818
21929,4.715275667,4.740727,3.01,9.64,-20.74,7.97,1.158
21931,4.7153554,7.569806,3.91,-7.85,-9.94,8.9,0.278
21932,4.715493533,18.958171,106.16,659.83,-1114.72,9.95,1.523
21938,4.716249,17.311139,3.81,13.09,-1.87,8.23,1.7
21942,4.716474067,14.814572,5.4,-24.3,11.59,6.69,0.904
21946,4.7170638,18.711645,21.1,100.3,-93,9.92,1.122
21953,4.718430267,20.629998,11.51,64.89,19.84,8.66,0.533
21954,4.718471533,9.620433,8.17,-6.33,4.09,8.63,0.414
21961,4.7204882,24.08892,20.03,15.62,-18.3,6.18,0.544
21973,4.7227,12.445988,6.13,7.16,-16.53,9.64,0.714
21975,4.723595667,5.264565,3.75,-12.54,-2.32,8.16,0.119
21976,4.724247733,4.963586,2.92,-7.6,-90.18,8.07,0.376
21980,4.725153,12.334457,8.22,-22.44,-14.52,9.47,0.689
21983,4.725483867,11.166713,21.48,97.8,24.92,10.29,1.16
21987,4.726370267,8.274407,4.5,9.1,-2.23,10.45,0.308
21993,4.726841133,7.466423,5.81,-10.47,-8.32,10.06,0.742
21996,4.728066933,6.662208,5.86,0.89,-10.9,10.43,0.264
22004,4.730319,15.831329,3.75,2.13,-40.26,10.58,0.653
22005,4.730326867,3.477886,1.22,0.86,-5.28,8.2,1.171
22012,4.7315478,12.6856,8.81,-5.09,-67.86,9.76,0.706
22013,4.731666867,22.94441,11.06,-1.12,-16.27,6.91,0.014
22021,4.734366533,12.991348,15.18,3.71,49.45,7.61,0.442
22026,4.735191533,20.311848,1.75,-12.11,-27.89,10.86,0.655
22042,4.739662733,21.657577,8.22,-6.37,-15.67,8.27,0.223
22044,4.740507867,11.146137,20.73,98.87,-13.47,5.39,0.251
22056,4.743384267,22.456865,6.73,15.84,-18.68,10.09,0.593
22063,4.745761933,14.626802,11.12,11.98,-14.65,8.08,0.47
22067,4.7467142,5.289432,23.43,-116.07,-43.76,8.09,0.864
22084,4.751102533,5.871678,5.89,17.51,-17.3,8.49,0.308
22085,4.7511374,9.487955,1.01,1.17,-10.16,8.28,1.572
22096,4.755060267,24.410132,5.8,-15.08,-2.11,9.05,0.464
22105,4.757726867,19.348866,9.08,132.08,-123.92,9.32,0.89
22112,4.759635,19.328303,1.66,0.25,1.18,8.39,0.355
22118,4.76008,21.460523,7.82,16.06,37.45,9.93,0.644
22128,4.761796533,23.627996,4.63,9.41,-16.78,6.34,0.058
22129,4.762410867,10.274298,3.26,-11.83,-1.59,9.44,0.439
22146,4.7656246,4.360026,3.25,-17.41,5.81,7.99,0.249
22157,4.767150267,11.705591,12.24,67.48,-7.09,5.35,0.197
22161,4.768083267,18.80074,1.36,-1.35,-1.32,7.48,1.499
22176,4.771341333,18.734693,10.81,73.03,-69.79,5.99,1.221
22177,4.771887,3.636336,22.45,92.59,12.96,10.92,1.277
22183,4.772523,13.838804,5.12,-17.34,-27.58,10.15,0.909
22184,4.772858,6.495543,3.81,19.57,-2.13,8.76,0.232
22185,4.772876867,19.205248,3.52,-1.14,-0.11,9.64,0.243
22187,4.772964933,23.675114,3.99,9.78,-6.64,8.21,1.154
22203,4.775108133,15.47205,19.42,91.37,-24.72,8.3,0.665
22208,4.7760444,14.531678,8.46,10.14,17.52,8.2,0.427
22211,4.7766378,19.494251,0.93,-1.39,-1.15,8.44,1.6
22212,4.7767424,8.317872,1.94,6.35,-38.06,8.01,1.486
22221,4.7793268,9.01742,26.26,89.03,-16.73,7.24,0.56
22222,4.779401467,22.343141,4.08,-10.51,-6.47,10.18,0.508
22224,4.780404,17.748324,24.11,96.93,-33.93,9.6,0.967
22238,4.784627333,9.060674,4.62,23.8,-1.57,8.61,0.514
22239,4.785184533,10.051656,5.83,14.98,2.84,7.19,0.16
22245,4.788312,5.788222,5.08,14.49,-17.34,6.77,0.018
22253,4.7906076,23.050919,15.74,77.6,-42.56,10.69,1.112
22258,4.791982933,10.169381,4.41,-1.39,-6.82,8.24,0.34
22264,4.7936172,11.7867,6.95,-16.42,10.2,8.94,0.502
22265,4.793769333,18.258721,19.81,78.87,-38.81,8.54,0.72
22266,4.7938838,13.115845,6.12,-3.72,-36.91,11.97,NA
22267,4.794453267,13.11466,5.77,26.25,-2.37,8.73,0.473
22273,4.795345067,15.191165,4.34,17.05,28.77,8.88,1.12
22291,4.800572067,22.169839,8.38,-34.2,-31.47,9.61,0.614
22306,4.804350267,23.763226,9.62,104.74,-167.97,10.19,0.696
22311,4.8053692,18.565669,3.24,-18.33,-13.32,9.65,0.396
22324,4.8089114,10.966393,3.21,-4.54,-1.9,8.82,1.177
22327,4.809250533,12.925419,5.18,-6.57,-12.59,7.69,0.94
22343,4.8109554,3.649283,3.18,12.6,2.71,7.32,-0.057
22346,4.8114012,7.839975,3.89,-7.92,24.38,7.1,1.509
22347,4.8114654,16.634276,11.55,24.76,-79.26,7.57,0.433
22349,4.811705333,18.70943,32.51,190.15,-384.9,6.95,0.618
22350,4.8117012,21.100987,19.3,81.87,-46.43,9.06,0.843
22351,4.812029733,10.395165,0.68,-2.72,-3.77,8.73,1.58
22352,4.812183067,21.315768,6.2,-6.85,-16.39,7.03,0.122
22354,4.8123958,3.588526,4.61,-1.25,-15.39,6.04,1.2
22355,4.812468933,22.315132,4.11,-1.94,-32.38,9.38,0.493
22356,4.812509333,20.359628,2.36,-3.7,-2.09,10.13,0.25
22357,4.812742533,19.723962,1.17,4.09,-9.24,9.56,0.614
22362,4.814199667,5.544464,13.31,133.59,-107.63,10.57,0.96
22367,4.815626267,3.689705,5.84,-15.5,-12.15,7.02,0.034
22376,4.817326,15.8632,2.18,7.37,-3.81,8.31,1.052
22380,4.8176448,18.641239,21.38,82.39,-40.86,8.98,0.833
22384,4.818832467,5.208528,4.66,-8.34,-6.15,8.09,1.018
22385,4.819031067,5.218491,3.13,-11.33,-6.94,9.14,0.247
22386,4.819192067,11.851933,3.31,-3.13,4.97,8.4,0.34
22416,4.824072267,10.988396,2.9,-5.59,-3.81,9.12,0.332
22422,4.8255904,15.888748,19.68,87.37,-23.68,7.72,0.578
22426,4.825813067,7.637339,6.64,-0.38,-41.19,10.01,0.59
22441,4.828911667,15.904221,2.31,3.9,-6.92,6.09,1.551
22443,4.829409267,21.949694,1.92,-2.75,-4.16,7.84,0.171
22446,4.830008067,23.395758,13.26,44.84,-48.52,8.5,0.623
22449,4.8306696,6.961276,124.6,463.44,11.62,3.19,0.484
22455,4.831924333,13.689088,2.83,-11.99,-24.21,7.06,1.744
22458,4.8322696,9.489567,10.81,-32.87,-23.82,8.43,0.609
22461,4.8343372,8.407845,1.97,-3.23,-4.13,6.85,-0.045
22462,4.834406867,12.526236,6.59,-66.32,45.24,10.09,0.447
22475,4.835966267,10.604856,7.83,17.08,-68.94,7.94,0.41
22485,4.837089067,17.701723,6.37,-7.94,8.31,12.66,-0.06
